"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","GENE1_INTERACTIONS_AS_BD","GENE1_INTERACTIONS_TOTAL","GENE2_INTERACTIONS_AS_AD","GENE2_INTERACTIONS_TOTAL","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress","SYMBOL_AD","SYMBOL_BD"
"0.0","0.0","0.0","0.05","0","5",,,"5","5","5","false","FBgn0053109","31.4","0","0","false","0","FBgn0053109","0","CG33109",
"1.5","0.003235135241396876","0.6666666666666666","0.0","2","5","3","5","2","5","2","false","FBgn0026080","7.8","3","0","false","0","FBgn0026080","39180","Tip60","Tip60"
"0.0","0.0","0.0","0.009523809523809525","0","15",,,"15","15","15","false","FBgn0014857","20.4","0","0","false","0","FBgn0014857","0","His3.3A",
"11.613240418118467","0.3064879644872015","0.08610861086108611","0.0","22","2","1","2","1","2","1","false","FBgn0026143","37.0","1","0","false","0","FBgn0026143","4671912","CDC45L","CDC45L"
"10.621951219512194","7.009063066375312","0.09414466130884042","0.0032679738562091504","21","19","8","19","11","19","11","false","FBgn0032455","10.61111111111111","8","1","false","0","FBgn0032455","131741600","Pih1D1","Pih1D1"
"7.20278503046127","0.0","0.13883518608023201","0.0","17","3","3","3",,,"0","false","FBgn0026150","29.333333333333332","3","0","false","0","FBgn0026150","0",,"ApepP"
"0.0","0.0","0.0","0.0","0","2",,,"2","2","2","false","FBgn0032721","5.5","0","0","false","0","FBgn0032721","0","CG10602",
"6.227351916376307","15.85989654684172","0.16058189956637292","0.03878930355568616","16","83","41","95","54","95","42","false","FBgn0039858","30.46987951807229","41","0","false","0","FBgn0039858","281900758","CycG","CycG"
"1.8","0.0","0.5555555555555556","0.0","2","1","1","1",,,"0","false","FBgn0264922","64.0","1","0","false","0","FBgn0264922","0",,"smt3"
"8.896341463414634","0.010620271650903283","0.11240575736806031","0.0","17","8","8","10","2","10","2","false","FBgn0026175","14.428571428571429","6","1","false","0","FBgn0026175","188756","SkpC","SkpC"
"0.0","0.0","0.0","0.0","0","4",,,"5","5","4","false","FBgn0032377","52.5","0","0","false","0","FBgn0032377","0","CG14937",
"7.905923344947735","0.45394389258409445","0.12648743940061702","0.0","16","6","2","7","5","7","4","false","FBgn0032878","33.4","2","1","false","0","FBgn0032878","8406102","CG9316","CG9316"
"0.0","0.0","0.0","0.0","0","4",,,"4","4","4","false","FBgn0038385","34.25","0","0","false","0","FBgn0038385","0","Fbxl7",
"0.0","0.0","0.0","0.0","0","9",,,"10","10","9","false","FBgn0038566","37.333333333333336","0","0","false","0","FBgn0038566","0","CG14317",
"0.0","0.0","0.0","0.0","0","5",,,"5","5","5","false","FBgn0040361","19.6","0","0","false","0","FBgn0040361","0","CG14627",
"0.0","0.0","0.0","0.04329004329004329","0","22",,,"23","23","22","false","FBgn0265011","42.68181818181818","0","0","false","0","FBgn0265011","0","Np",
"5.589721254355401","2.7873951584399945","0.1788997974131214","0.007399577167019027","15","45","38","45","7","45","7","false","FBgn0026176","18.886363636363637","38","1","false","0","FBgn0026176","52291891","SkpB","SkpB"
